id,direction,start_price,close_price,start_time,close_time,decision
1736,up,1.3261800000,1.3286800000,2012-12-19 09:28:27,2012-12-19 12:29:40,down
1737,down,1.3286800000,1.3261800000,2012-12-19 12:29:40,2012-12-19 15:22:13,down
1738,down,1.3261800000,1.3236800000,2012-12-19 15:22:13,2012-12-19 17:06:45,down
1739,down,1.3236800000,1.3211800000,2012-12-19 17:06:45,2012-12-19 22:15:38,up
1740,up,1.3211800000,1.3236800000,2012-12-19 22:15:38,2012-12-20 10:09:24,up
1741,up,1.3236800000,1.3261800000,2012-12-20 10:09:24,2012-12-20 11:10:23,down
1742,up,1.3261800000,1.3286800000,2012-12-20 11:10:23,2012-12-20 13:48:05,down
1743,down,1.3286800000,1.3261800000,2012-12-20 13:48:05,2012-12-20 15:12:39,down
1744,down,1.3261800000,1.3236800000,2012-12-20 15:12:39,2012-12-20 15:36:09,down
1745,down,1.3236800000,1.3211800000,2012-12-20 15:36:09,2012-12-21 01:03:07,down
1746,down,1.3211800000,1.3186800000,2012-12-21 01:03:07,2012-12-21 01:21:56,up
1747,up,1.3186800000,1.3211800000,2012-12-21 01:21:56,2012-12-21 06:16:48,up
1748,down,1.3211800000,1.3186800000,2012-12-21 06:16:48,2012-12-21 14:20:52,up
1749,down,1.3186800000,1.3161800000,2012-12-21 14:20:52,2012-12-21 17:06:05,up
1750,up,1.3161800000,1.3186800000,2012-12-21 17:06:05,2012-12-21 21:58:53,up
1751,up,1.3186800000,1.3211800000,2012-12-21 21:58:53,2012-12-24 08:20:45,up
1752,down,1.3211800000,1.3186800000,2012-12-24 08:20:45,2012-12-24 16:26:18,up
1753,up,1.3186800000,1.3211800000,2012-12-24 16:26:18,2012-12-26 10:11:06,up
1754,up,1.3211800000,1.3236800000,2012-12-26 10:11:06,2012-12-26 14:49:09,down
1755,up,1.3236800000,1.3261800000,2012-12-26 14:49:09,2012-12-27 08:08:02,down
1756,down,1.3261800000,1.3236800000,2012-12-27 08:08:02,2012-12-27 15:24:30,down
1757,down,1.3236800000,1.3211800000,2012-12-27 15:24:30,2012-12-27 15:33:54,up
1758,up,1.3211800000,1.3236800000,2012-12-27 15:33:54,2012-12-27 19:49:22,down
1759,down,1.3236800000,1.3211800000,2012-12-27 19:49:22,2012-12-28 08:59:16,up
1760,down,1.3211800000,1.3186800000,2012-12-28 08:59:16,2012-12-28 09:13:27,up
1761,up,1.3186800000,1.3211800000,2012-12-28 09:13:27,2012-12-28 13:38:54,up
1762,up,1.3211800000,1.3236800000,2012-12-28 13:38:54,2012-12-28 14:37:56,down
1763,down,1.3236800000,1.3211800000,2012-12-28 14:37:56,2012-12-28 16:51:16,up
1764,down,1.3211800000,1.3186800000,2012-12-28 16:51:16,2012-12-31 07:10:38,up
1765,up,1.3186800000,1.3211800000,2012-12-31 07:10:38,2012-12-31 13:57:19,up
1766,down,1.3211800000,1.3186800000,2012-12-31 13:57:19,2012-12-31 15:59:36,up
1767,up,1.3186800000,1.3211800000,2012-12-31 15:59:36,2013-01-01 22:36:28,up
1768,down,1.3211800000,1.3186800000,2013-01-01 22:36:28,2013-01-01 23:10:36,up
1769,up,1.3186800000,1.3211800000,2013-01-01 23:10:36,2013-01-02 00:55:09,up
1770,up,1.3211800000,1.3236800000,2013-01-02 00:55:09,2013-01-02 01:39:39,up
1771,up,1.3236800000,1.3261800000,2013-01-02 01:39:39,2013-01-02 01:45:24,down
1772,up,1.3261800000,1.3286800000,2013-01-02 01:45:24,2013-01-02 02:40:25,down
1773,down,1.3286800000,1.3261800000,2013-01-02 02:40:25,2013-01-02 04:08:25,down
1774,up,1.3261800000,1.3286800000,2013-01-02 04:08:25,2013-01-02 07:24:57,down
1775,down,1.3286800000,1.3261800000,2013-01-02 07:24:57,2013-01-02 09:27:43,down
1776,down,1.3261800000,1.3236800000,2013-01-02 09:27:43,2013-01-02 10:27:47,down
1777,up,1.3236800000,1.3261800000,2013-01-02 10:27:47,2013-01-02 12:12:34,up
1778,down,1.3261800000,1.3236800000,2013-01-02 12:12:34,2013-01-02 16:04:00,down
1779,down,1.3236800000,1.3211800000,2013-01-02 16:04:00,2013-01-02 16:11:10,down
1780,down,1.3211800000,1.3186800000,2013-01-02 16:11:10,2013-01-02 16:20:45,down
1781,down,1.3186800000,1.3161800000,2013-01-02 16:20:45,2013-01-02 17:25:37,down
1782,up,1.3161800000,1.3186800000,2013-01-02 17:25:37,2013-01-02 21:00:17,down
1783,down,1.3186800000,1.3161800000,2013-01-02 21:00:17,2013-01-03 02:51:32,down
1784,down,1.3161800000,1.3136800000,2013-01-03 02:51:32,2013-01-03 02:54:05,down
1785,up,1.3136800000,1.3161800000,2013-01-03 02:54:05,2013-01-03 08:53:55,down
1786,down,1.3161800000,1.3136800000,2013-01-03 08:53:55,2013-01-03 10:04:51,down
1787,down,1.3136800000,1.3111800000,2013-01-03 10:04:51,2013-01-03 10:14:18,down
1788,down,1.3111800000,1.3086800000,2013-01-03 10:14:18,2013-01-03 12:18:56,down
1789,up,1.3086800000,1.3111800000,2013-01-03 12:18:56,2013-01-03 14:00:36,down
1790,down,1.3111800000,1.3086800000,2013-01-03 14:00:36,2013-01-03 19:01:38,down
1791,down,1.3086800000,1.3061800000,2013-01-03 19:01:38,2013-01-03 19:21:55,up
1792,down,1.3061800000,1.3036800000,2013-01-03 19:21:55,2013-01-03 22:36:23,up
1793,down,1.3036800000,1.3011800000,2013-01-03 22:36:23,2013-01-04 07:24:15,up
1794,up,1.3011800000,1.3036800000,2013-01-04 07:24:15,2013-01-04 13:54:18,up
1795,up,1.3036800000,1.3061800000,2013-01-04 13:54:18,2013-01-04 14:52:35,up
1796,down,1.3061800000,1.3036800000,2013-01-04 14:52:35,2013-01-04 15:38:58,up
1797,up,1.3036800000,1.3061800000,2013-01-04 15:38:58,2013-01-04 19:28:17,up
1798,up,1.3061800000,1.3086800000,2013-01-04 19:28:17,2013-01-04 20:28:53,down
1799,down,1.3086800000,1.3061800000,2013-01-04 20:28:53,2013-01-07 00:02:02,up
1800,down,1.3061800000,1.3036800000,2013-01-07 00:02:02,2013-01-07 04:27:25,up
1801,up,1.3036800000,1.3061800000,2013-01-07 04:27:25,2013-01-07 13:55:40,up
1802,up,1.3061800000,1.3086800000,2013-01-07 13:55:40,2013-01-07 15:48:43,up
1803,up,1.3086800000,1.3111800000,2013-01-07 15:48:43,2013-01-07 18:05:14,down
1804,up,1.3111800000,1.3136800000,2013-01-07 18:05:14,2013-01-08 02:30:43,down
1805,down,1.3136800000,1.3111800000,2013-01-08 02:30:43,2013-01-08 06:37:03,down
1806,down,1.3111800000,1.3086800000,2013-01-08 06:37:03,2013-01-08 13:05:46,up
1807,down,1.3086800000,1.3061800000,2013-01-08 13:05:46,2013-01-08 16:01:42,up
1808,up,1.3061800000,1.3086800000,2013-01-08 16:01:42,2013-01-09 00:12:38,down
1809,down,1.3086800000,1.3061800000,2013-01-09 00:12:38,2013-01-09 11:25:28,up
1810,down,1.3061800000,1.3036800000,2013-01-09 11:25:28,2013-01-09 14:18:28,up
1811,up,1.3036800000,1.3061800000,2013-01-09 14:18:28,2013-01-09 16:49:15,up
1812,up,1.3061800000,1.3086800000,2013-01-09 16:49:15,2013-01-10 09:46:39,up
1813,up,1.3086800000,1.3111800000,2013-01-10 09:46:39,2013-01-10 12:45:55,up
1814,up,1.3111800000,1.3136800000,2013-01-10 12:45:55,2013-01-10 13:43:36,up
1815,up,1.3136800000,1.3161800000,2013-01-10 13:43:36,2013-01-10 13:48:08,up
1816,up,1.3161800000,1.3186800000,2013-01-10 13:48:08,2013-01-10 13:57:39,up
1817,up,1.3186800000,1.3211800000,2013-01-10 13:57:39,2013-01-10 15:21:50,up
1818,up,1.3211800000,1.3236800000,2013-01-10 15:21:50,2013-01-10 17:30:19,up
1819,up,1.3236800000,1.3261800000,2013-01-10 17:30:19,2013-01-10 17:56:51,up
1820,up,1.3261800000,1.3286800000,2013-01-10 17:56:51,2013-01-11 13:16:56,up
1821,up,1.3286800000,1.3311800000,2013-01-11 13:16:56,2013-01-11 13:22:17,up
1822,up,1.3311800000,1.3336800000,2013-01-11 13:22:17,2013-01-11 13:33:13,up
1823,up,1.3336800000,1.3361800000,2013-01-11 13:33:13,2013-01-11 14:16:58,down
1824,down,1.3361800000,1.3336800000,2013-01-11 14:16:58,2013-01-11 14:59:01,up
1825,up,1.3336800000,1.3361800000,2013-01-11 14:59:01,2013-01-11 17:26:21,down
1826,down,1.3361800000,1.3336800000,2013-01-11 17:26:21,2013-01-11 19:55:10,up
1827,up,1.3336800000,1.3361800000,2013-01-11 19:55:10,2013-01-13 22:25:43,down
1828,up,1.3361800000,1.3386800000,2013-01-13 22:25:43,2013-01-14 02:16:10,down
1829,down,1.3386800000,1.3361800000,2013-01-14 02:16:10,2013-01-14 08:02:55,down
1830,up,1.3361800000,1.3386800000,2013-01-14 08:02:55,2013-01-14 10:04:19,down
1831,down,1.3386800000,1.3361800000,2013-01-14 10:04:19,2013-01-14 11:07:50,down
1832,down,1.3361800000,1.3336800000,2013-01-14 11:07:50,2013-01-14 13:02:16,up
1833,up,1.3336800000,1.3361800000,2013-01-14 13:02:16,2013-01-14 15:42:15,down
1834,up,1.3361800000,1.3386800000,2013-01-14 15:42:15,2013-01-14 20:29:49,down
1835,down,1.3386800000,1.3361800000,2013-01-14 20:29:49,2013-01-15 03:56:13,down
1836,down,1.3361800000,1.3336800000,2013-01-15 03:56:13,2013-01-15 07:45:56,down
1837,up,1.3336800000,1.3361800000,2013-01-15 07:45:56,2013-01-15 08:25:40,down
1838,up,1.3361800000,1.3386800000,2013-01-15 08:25:40,2013-01-15 10:04:58,down
1839,down,1.3386800000,1.3361800000,2013-01-15 10:04:58,2013-01-15 10:39:03,down
1840,down,1.3361800000,1.3336800000,2013-01-15 10:39:03,2013-01-15 11:52:55,down
1841,down,1.3336800000,1.3311800000,2013-01-15 11:52:55,2013-01-15 12:46:18,down
1842,up,1.3311800000,1.3336800000,2013-01-15 12:46:18,2013-01-15 13:57:49,down
1843,down,1.3336800000,1.3311800000,2013-01-15 13:57:49,2013-01-15 18:53:27,down
1844,down,1.3311800000,1.3286800000,2013-01-15 18:53:27,2013-01-15 18:57:21,up
1845,up,1.3286800000,1.3311800000,2013-01-15 18:57:21,2013-01-15 20:18:47,up
1846,down,1.3311800000,1.3286800000,2013-01-15 20:18:47,2013-01-16 01:15:26,up
1847,down,1.3286800000,1.3261800000,2013-01-16 01:15:26,2013-01-16 08:34:31,up
1848,up,1.3261800000,1.3286800000,2013-01-16 08:34:31,2013-01-16 10:15:55,up
1849,up,1.3286800000,1.3311800000,2013-01-16 10:15:55,2013-01-16 10:54:10,down
1850,down,1.3311800000,1.3286800000,2013-01-16 10:54:10,2013-01-16 12:42:42,up
1851,down,1.3286800000,1.3261800000,2013-01-16 12:42:42,2013-01-16 12:58:59,up
1852,up,1.3261800000,1.3286800000,2013-01-16 12:58:59,2013-01-16 14:29:24,up
1853,up,1.3286800000,1.3311800000,2013-01-16 14:29:24,2013-01-17 01:07:02,up
1854,down,1.3311800000,1.3286800000,2013-01-17 01:07:02,2013-01-17 03:17:03,up
1855,up,1.3286800000,1.3311800000,2013-01-17 03:17:03,2013-01-17 08:08:53,up
1856,up,1.3311800000,1.3336800000,2013-01-17 08:08:53,2013-01-17 08:45:05,up
1857,up,1.3336800000,1.3361800000,2013-01-17 08:45:05,2013-01-17 10:12:32,down
1858,down,1.3361800000,1.3336800000,2013-01-17 10:12:32,2013-01-17 14:12:13,up
1859,up,1.3336800000,1.3361800000,2013-01-17 14:12:13,2013-01-17 17:49:19,down
1860,up,1.3361800000,1.3386800000,2013-01-17 17:49:19,2013-01-17 18:57:09,down
1861,down,1.3386800000,1.3361800000,2013-01-17 18:57:09,2013-01-18 02:37:05,down
1862,up,1.3361800000,1.3386800000,2013-01-18 02:37:05,2013-01-18 04:34:34,down
1863,down,1.3386800000,1.3361800000,2013-01-18 04:34:34,2013-01-18 08:53:21,down
1864,down,1.3361800000,1.3336800000,2013-01-18 08:53:21,2013-01-18 09:24:50,down
1865,up,1.3336800000,1.3361800000,2013-01-18 09:24:50,2013-01-18 10:59:19,down
1866,down,1.3361800000,1.3336800000,2013-01-18 10:59:19,2013-01-18 12:58:26,down
1867,down,1.3336800000,1.3311800000,2013-01-18 12:58:26,2013-01-18 13:00:32,up
1868,down,1.3311800000,1.3286800000,2013-01-18 13:00:32,2013-01-18 16:00:49,up
1869,up,1.3286800000,1.3311800000,2013-01-18 16:00:49,2013-01-18 17:01:19,up
1870,up,1.3311800000,1.3336800000,2013-01-18 17:01:19,2013-01-22 04:00:34,down
1871,up,1.3336800000,1.3361800000,2013-01-22 04:00:34,2013-01-22 06:56:06,down
1872,down,1.3361800000,1.3336800000,2013-01-22 06:56:06,2013-01-22 08:55:22,down
1873,down,1.3336800000,1.3311800000,2013-01-22 08:55:22,2013-01-22 09:04:35,up
1874,down,1.3311800000,1.3286800000,2013-01-22 09:04:35,2013-01-22 09:14:19,up
1875,up,1.3286800000,1.3311800000,2013-01-22 09:14:19,2013-01-22 09:46:39,up
1876,up,1.3311800000,1.3336800000,2013-01-22 09:46:39,2013-01-22 10:05:52,down
1877,up,1.3336800000,1.3361800000,2013-01-22 10:05:52,2013-01-22 11:14:58,down
1878,down,1.3361800000,1.3336800000,2013-01-22 11:14:58,2013-01-22 12:49:56,down
1879,down,1.3336800000,1.3311800000,2013-01-22 12:49:56,2013-01-22 13:09:08,up
1880,down,1.3311800000,1.3286800000,2013-01-22 13:09:08,2013-01-22 15:29:27,up
1881,up,1.3286800000,1.3311800000,2013-01-22 15:29:27,2013-01-22 18:16:50,up
1882,down,1.3311800000,1.3286800000,2013-01-22 18:16:50,2013-01-23 08:15:41,up
1883,up,1.3286800000,1.3311800000,2013-01-23 08:15:41,2013-01-23 09:19:09,up
1884,up,1.3311800000,1.3336800000,2013-01-23 09:19:09,2013-01-23 09:42:48,down
1885,down,1.3336800000,1.3311800000,2013-01-23 09:42:48,2013-01-23 15:27:54,up
1886,down,1.3311800000,1.3286800000,2013-01-23 15:27:54,2013-01-23 15:33:57,up
1887,up,1.3286800000,1.3311800000,2013-01-23 15:33:57,2013-01-23 17:00:11,up
1888,up,1.3311800000,1.3336800000,2013-01-23 17:00:11,2013-01-24 06:44:04,up
1889,down,1.3336800000,1.3311800000,2013-01-24 06:44:04,2013-01-24 07:58:29,up
1890,down,1.3311800000,1.3286800000,2013-01-24 07:58:29,2013-01-24 08:07:48,up
1891,up,1.3286800000,1.3311800000,2013-01-24 08:07:48,2013-01-24 08:28:16,up
1892,up,1.3311800000,1.3336800000,2013-01-24 08:28:16,2013-01-24 09:12:56,up
1893,up,1.3336800000,1.3361800000,2013-01-24 09:12:56,2013-01-24 14:01:30,up
1894,down,1.3361800000,1.3336800000,2013-01-24 14:01:30,2013-01-24 14:54:16,up
1895,up,1.3336800000,1.3361800000,2013-01-24 14:54:16,2013-01-24 15:05:55,up
1896,up,1.3361800000,1.3386800000,2013-01-24 15:05:55,2013-01-24 16:07:00,up
1897,down,1.3386800000,1.3361800000,2013-01-24 16:07:00,2013-01-25 01:57:40,up
1898,up,1.3361800000,1.3386800000,2013-01-25 01:57:40,2013-01-25 07:02:43,up
1899,up,1.3386800000,1.3411800000,2013-01-25 07:02:43,2013-01-25 07:06:59,up
1900,up,1.3411800000,1.3436800000,2013-01-25 07:06:59,2013-01-25 09:15:26,up
1901,up,1.3436800000,1.3461800000,2013-01-25 09:15:26,2013-01-25 11:13:15,up
1902,down,1.3461800000,1.3436800000,2013-01-25 11:13:15,2013-01-25 11:38:58,up
1903,up,1.3436800000,1.3461800000,2013-01-25 11:38:58,2013-01-25 12:55:34,up
1904,down,1.3461800000,1.3436800000,2013-01-25 12:55:34,2013-01-28 07:50:37,up
1905,up,1.3436800000,1.3461800000,2013-01-28 07:50:37,2013-01-28 13:57:33,up
1906,down,1.3461800000,1.3436800000,2013-01-28 13:57:33,2013-01-28 15:13:41,up
1907,up,1.3436800000,1.3461800000,2013-01-28 15:13:41,2013-01-28 15:59:51,up
1908,down,1.3461800000,1.3436800000,2013-01-28 15:59:51,2013-01-29 06:51:35,up
1909,up,1.3436800000,1.3461800000,2013-01-29 06:51:35,2013-01-29 14:24:00,up
1910,up,1.3461800000,1.3486800000,2013-01-29 14:24:00,2013-01-29 14:35:12,up
1911,down,1.3486800000,1.3461800000,2013-01-29 14:35:12,2013-01-29 16:31:56,up
1912,up,1.3461800000,1.3486800000,2013-01-29 16:31:56,2013-01-29 19:07:46,up
1913,up,1.3486800000,1.3511800000,2013-01-29 19:07:46,2013-01-30 07:29:11,up
1914,up,1.3511800000,1.3536800000,2013-01-30 07:29:11,2013-01-30 10:20:49,up
1915,up,1.3536800000,1.3561800000,2013-01-30 10:20:49,2013-01-30 15:01:26,up
1916,up,1.3561800000,1.3586800000,2013-01-30 15:01:26,2013-01-30 19:16:50,up
1917,down,1.3586800000,1.3561800000,2013-01-30 19:16:50,2013-01-30 19:49:30,up
1918,up,1.3561800000,1.3586800000,2013-01-30 19:49:30,2013-01-31 15:45:31,up
1919,up,1.3586800000,1.3611800000,2013-01-31 15:45:31,2013-01-31 23:51:42,up
1920,up,1.3611800000,1.3636800000,2013-01-31 23:51:42,2013-02-01 07:11:06,down
1921,down,1.3636800000,1.3611800000,2013-02-01 07:11:06,2013-02-01 08:32:50,up
1922,up,1.3611800000,1.3636800000,2013-02-01 08:32:50,2013-02-01 08:57:13,down
1923,up,1.3636800000,1.3661800000,2013-02-01 08:57:13,2013-02-01 09:31:22,down
1924,down,1.3661800000,1.3636800000,2013-02-01 09:31:22,2013-02-01 13:29:03,down
1925,up,1.3636800000,1.3661800000,2013-02-01 13:29:03,2013-02-01 13:37:48,down
1926,down,1.3661800000,1.3636800000,2013-02-01 13:37:48,2013-02-01 14:13:19,down
1927,down,1.3636800000,1.3611800000,2013-02-01 14:13:19,2013-02-01 14:18:36,up
1928,down,1.3611800000,1.3586800000,2013-02-01 14:18:36,2013-02-01 14:54:46,up
1929,up,1.3586800000,1.3611800000,2013-02-01 14:54:46,2013-02-01 15:04:47,up
1930,up,1.3611800000,1.3636800000,2013-02-01 15:04:47,2013-02-01 15:17:28,up
1931,up,1.3636800000,1.3661800000,2013-02-01 15:17:28,2013-02-01 15:45:03,down
1932,up,1.3661800000,1.3686800000,2013-02-01 15:45:03,2013-02-01 15:50:45,down
1933,down,1.3686800000,1.3661800000,2013-02-01 15:50:45,2013-02-01 18:33:11,down
1934,down,1.3661800000,1.3636800000,2013-02-01 18:33:11,2013-02-04 01:07:19,down
1935,down,1.3636800000,1.3611800000,2013-02-04 01:07:19,2013-02-04 08:02:47,down
1936,down,1.3611800000,1.3586800000,2013-02-04 08:02:47,2013-02-04 09:35:25,down
1937,down,1.3586800000,1.3561800000,2013-02-04 09:35:25,2013-02-04 10:55:12,down
1938,down,1.3561800000,1.3536800000,2013-02-04 10:55:12,2013-02-04 16:42:40,down
1939,down,1.3536800000,1.3511800000,2013-02-04 16:42:40,2013-02-04 18:52:21,up
1940,down,1.3511800000,1.3486800000,2013-02-04 18:52:21,2013-02-05 03:30:54,up
1941,down,1.3486800000,1.3461800000,2013-02-05 03:30:54,2013-02-05 06:54:42,up
1942,up,1.3461800000,1.3486800000,2013-02-05 06:54:42,2013-02-05 08:07:38,up
1943,up,1.3486800000,1.3511800000,2013-02-05 08:07:38,2013-02-05 08:29:36,up
1944,up,1.3511800000,1.3536800000,2013-02-05 08:29:36,2013-02-05 09:13:05,up
1945,up,1.3536800000,1.3561800000,2013-02-05 09:13:05,2013-02-05 11:18:56,down
1946,down,1.3561800000,1.3536800000,2013-02-05 11:18:56,2013-02-05 13:04:54,up
1947,down,1.3536800000,1.3511800000,2013-02-05 13:04:54,2013-02-05 13:47:10,up
1948,up,1.3511800000,1.3536800000,2013-02-05 13:47:10,2013-02-05 15:01:29,down
1949,up,1.3536800000,1.3561800000,2013-02-05 15:01:29,2013-02-05 16:11:46,down
1950,up,1.3561800000,1.3586800000,2013-02-05 16:11:46,2013-02-05 16:25:14,down
1951,down,1.3586800000,1.3561800000,2013-02-05 16:25:14,2013-02-05 17:04:07,down
1952,up,1.3561800000,1.3586800000,2013-02-05 17:04:07,2013-02-05 18:21:16,down
1953,down,1.3586800000,1.3561800000,2013-02-05 18:21:16,2013-02-06 05:58:36,down
1954,down,1.3561800000,1.3536800000,2013-02-06 05:58:36,2013-02-06 07:36:28,down
1955,down,1.3536800000,1.3511800000,2013-02-06 07:36:28,2013-02-06 12:42:06,up
1956,up,1.3511800000,1.3536800000,2013-02-06 12:42:06,2013-02-06 15:51:40,down
1957,down,1.3536800000,1.3511800000,2013-02-06 15:51:40,2013-02-06 18:26:00,down
1958,up,1.3511800000,1.3536800000,2013-02-06 18:26:00,2013-02-07 06:19:26,down
1959,up,1.3536800000,1.3561800000,2013-02-07 06:19:26,2013-02-07 08:22:49,down
1960,down,1.3561800000,1.3536800000,2013-02-07 08:22:49,2013-02-07 13:39:19,down
1961,down,1.3536800000,1.3511800000,2013-02-07 13:39:19,2013-02-07 13:42:34,down
1962,down,1.3511800000,1.3486800000,2013-02-07 13:42:34,2013-02-07 13:45:58,down
1963,down,1.3486800000,1.3461800000,2013-02-07 13:45:58,2013-02-07 14:00:02,down
1964,down,1.3461800000,1.3436800000,2013-02-07 14:00:02,2013-02-07 14:22:51,down
1965,down,1.3436800000,1.3411800000,2013-02-07 14:22:51,2013-02-07 15:08:46,down
1966,down,1.3411800000,1.3386800000,2013-02-07 15:08:46,2013-02-07 15:40:18,up
1967,up,1.3386800000,1.3411800000,2013-02-07 15:40:18,2013-02-08 02:06:08,down
1968,down,1.3411800000,1.3386800000,2013-02-08 02:06:08,2013-02-08 07:06:06,up
1969,up,1.3386800000,1.3411800000,2013-02-08 07:06:06,2013-02-08 08:15:23,down
1970,down,1.3411800000,1.3386800000,2013-02-08 08:15:23,2013-02-08 12:49:13,up
1971,down,1.3386800000,1.3361800000,2013-02-08 12:49:13,2013-02-08 13:22:27,up
1972,up,1.3361800000,1.3386800000,2013-02-08 13:22:27,2013-02-08 14:10:28,up
1973,down,1.3386800000,1.3361800000,2013-02-08 14:10:28,2013-02-08 17:36:11,up
1974,up,1.3361800000,1.3386800000,2013-02-08 17:36:11,2013-02-11 06:13:05,up
1975,down,1.3386800000,1.3361800000,2013-02-11 06:13:05,2013-02-11 08:07:18,up
1976,up,1.3361800000,1.3386800000,2013-02-11 08:07:18,2013-02-11 08:58:26,up
1977,up,1.3386800000,1.3411800000,2013-02-11 08:58:26,2013-02-11 12:23:00,down
1978,down,1.3411800000,1.3386800000,2013-02-11 12:23:00,2013-02-11 13:30:33,up
1979,down,1.3386800000,1.3361800000,2013-02-11 13:30:33,2013-02-11 14:42:45,up
1980,up,1.3361800000,1.3386800000,2013-02-11 14:42:45,2013-02-11 16:00:23,up
1981,up,1.3386800000,1.3411800000,2013-02-11 16:00:23,2013-02-11 16:04:37,up
1982,down,1.3411800000,1.3386800000,2013-02-11 16:04:37,2013-02-11 19:59:21,up
1983,up,1.3386800000,1.3411800000,2013-02-11 19:59:21,2013-02-11 21:17:52,up
1984,down,1.3411800000,1.3386800000,2013-02-11 21:17:52,2013-02-12 04:08:11,up
1985,up,1.3386800000,1.3411800000,2013-02-12 04:08:11,2013-02-12 10:49:52,up
1986,up,1.3411800000,1.3436800000,2013-02-12 10:49:52,2013-02-12 10:55:12,up
1987,up,1.3436800000,1.3461800000,2013-02-12 10:55:12,2013-02-12 11:11:15,down
1988,down,1.3461800000,1.3436800000,2013-02-12 11:11:15,2013-02-12 12:30:46,up
1989,down,1.3436800000,1.3411800000,2013-02-12 12:30:46,2013-02-12 13:57:30,up
1990,up,1.3411800000,1.3436800000,2013-02-12 13:57:30,2013-02-12 15:06:24,up
1991,up,1.3436800000,1.3461800000,2013-02-12 15:06:24,2013-02-12 15:51:30,up
1992,up,1.3461800000,1.3486800000,2013-02-12 15:51:30,2013-02-13 09:44:30,down
1993,down,1.3486800000,1.3461800000,2013-02-13 09:44:30,2013-02-13 10:22:31,down
1994,up,1.3461800000,1.3486800000,2013-02-13 10:22:31,2013-02-13 10:45:10,down
1995,up,1.3486800000,1.3511800000,2013-02-13 10:45:10,2013-02-13 12:33:30,down
1996,down,1.3511800000,1.3486800000,2013-02-13 12:33:30,2013-02-13 12:47:32,down
1997,down,1.3486800000,1.3461800000,2013-02-13 12:47:32,2013-02-13 15:23:03,down
1998,down,1.3461800000,1.3436800000,2013-02-13 15:23:03,2013-02-13 15:37:56,down
1999,down,1.3436800000,1.3411800000,2013-02-13 15:37:56,2013-02-14 07:01:52,down
2000,down,1.3411800000,1.3386800000,2013-02-14 07:01:52,2013-02-14 07:19:07,down
2001,up,1.3386800000,1.3411800000,2013-02-14 07:19:07,2013-02-14 08:59:24,down
2002,down,1.3411800000,1.3386800000,2013-02-14 08:59:24,2013-02-14 09:19:03,down
2003,down,1.3386800000,1.3361800000,2013-02-14 09:19:03,2013-02-14 09:59:59,up
2004,down,1.3361800000,1.3336800000,2013-02-14 09:59:59,2013-02-14 10:01:46,up
2005,up,1.3336800000,1.3361800000,2013-02-14 10:01:46,2013-02-14 21:58:58,down
2006,up,1.3361800000,1.3386800000,2013-02-14 21:58:58,2013-02-15 06:33:19,down
2007,down,1.3386800000,1.3361800000,2013-02-15 06:33:19,2013-02-15 08:08:59,down
2008,down,1.3361800000,1.3336800000,2013-02-15 08:08:59,2013-02-15 08:15:07,up
2009,down,1.3336800000,1.3311800000,2013-02-15 08:15:07,2013-02-15 08:42:31,up
2010,up,1.3311800000,1.3336800000,2013-02-15 08:42:31,2013-02-15 08:53:14,up
2011,down,1.3336800000,1.3311800000,2013-02-15 08:53:14,2013-02-15 12:26:45,up
2012,up,1.3311800000,1.3336800000,2013-02-15 12:26:45,2013-02-15 13:08:54,up
2013,up,1.3336800000,1.3361800000,2013-02-15 13:08:54,2013-02-15 13:45:54,down
2014,down,1.3361800000,1.3336800000,2013-02-15 13:45:54,2013-02-18 00:54:57,down
2015,up,1.3336800000,1.3361800000,2013-02-18 00:54:57,2013-02-18 09:22:54,up
2016,down,1.3361800000,1.3336800000,2013-02-18 09:22:54,2013-02-18 14:41:50,up
2017,up,1.3336800000,1.3361800000,2013-02-18 14:41:50,2013-02-18 23:45:56,down
2018,down,1.3361800000,1.3336800000,2013-02-18 23:45:56,2013-02-19 07:18:09,up
2019,up,1.3336800000,1.3361800000,2013-02-19 07:18:09,2013-02-19 08:31:46,up
2020,down,1.3361800000,1.3336800000,2013-02-19 08:31:46,2013-02-19 10:45:38,up
2021,up,1.3336800000,1.3361800000,2013-02-19 10:45:38,2013-02-19 14:21:46,down
2022,up,1.3361800000,1.3386800000,2013-02-19 14:21:46,2013-02-19 16:46:10,down
2023,up,1.3386800000,1.3411800000,2013-02-19 16:46:10,2013-02-20 00:25:54,down
2024,down,1.3411800000,1.3386800000,2013-02-20 00:25:54,2013-02-20 11:06:16,down
2025,down,1.3386800000,1.3361800000,2013-02-20 11:06:16,2013-02-20 16:04:00,down
2026,down,1.3361800000,1.3336800000,2013-02-20 16:04:00,2013-02-20 18:41:02,down
2027,down,1.3336800000,1.3311800000,2013-02-20 18:41:02,2013-02-20 19:02:30,down
2028,down,1.3311800000,1.3286800000,2013-02-20 19:02:30,2013-02-20 19:03:56,down
2029,down,1.3286800000,1.3261800000,2013-02-20 19:03:56,2013-02-21 03:38:41,down
2030,down,1.3261800000,1.3236800000,2013-02-21 03:38:41,2013-02-21 05:56:41,down
2031,up,1.3236800000,1.3261800000,2013-02-21 05:56:41,2013-02-21 06:45:34,down
2032,down,1.3261800000,1.3236800000,2013-02-21 06:45:34,2013-02-21 08:28:47,down
